client_id,name,age,gender,income,credit_score
87668,Jennifer Mccoy,19,Female,112800,777
95846,Phyllis Velasquez,42,Female,124784,842
32194,Scott Myers,63,Male,134796,603
76253,Anna Walton,19,Female,55746,724
82710,Beverly Mcmahon,50,Male,102027,311
3293,Peter Olson,45,Male,118428,509
73299,Ana Taylor,77,Male,75283,691
45914,Dylan Ortiz,75,Male,32240,689
6840,Felicia Hunter,75,Male,137909,576
86851,Jesse Perez,29,Male,23324,525
2296,Jerry Ramsey,65,Male,57272,657
79266,Kimberly Campbell,77,Female,96089,840
48982,Matthew Owens,75,Male,107292,512
8053,Bradley Morales,57,Female,34702,459
56125,Tammy Fleming,37,Male,149321,714
83807,Jonathan Ferguson,25,Male,120824,552
56345,Carlos Alvarez,25,Male,79090,791
16746,Adam Barrett,27,Female,89180,327
96832,Kathryn Morrison,30,Male,40585,640
51910,Michael Gonzalez,52,Female,127748,563
71669,Kevin Garcia,24,Female,149192,671
77710,Chase Rodriguez MD,43,Female,65457,684
46833,George King,24,Female,83578,477
76273,Shane Robinson,56,Male,122284,475
59487,Alex Zimmerman,43,Female,115584,612
8923,Lauren Chandler,79,Female,79647,779
68484,Dustin Ray,65,Male,108171,840
69941,William Kennedy,31,Female,116200,752
91259,Megan Williams,77,Male,69925,666
41387,John Curry,29,Female,37820,361
69372,Jamie Vasquez,47,Male,102360,343
89416,Mark Donovan,47,Male,99958,850
9589,Kyle Lopez DDS,36,Female,67718,699
5348,Kelly Wilson,51,Female,104154,848
73148,Wanda Olson,27,Male,22800,739
6959,Mark Middleton,40,Female,21763,443
72810,Theresa Martinez,45,Female,98735,619
80241,Ryan Gilbert,31,Female,111356,596
81439,Michelle Griffin,60,Female,50833,341
34677,Sherri Porter,80,Male,100229,601
92164,Rebecca Miller,25,Female,26896,374
40043,Jennifer Webb,40,Female,146465,456
35587,John Rogers,20,Female,43392,425
22554,Douglas Lawrence,64,Male,73120,527
48354,Bradley Crane,69,Male,62724,406
22602,Jimmy Elliott,69,Female,147745,798
45157,Sara Guerrero,28,Female,147360,548
73144,Jean Rice,80,Female,31949,660
64454,Bailey Jackson,37,Male,109897,308
9091,Timothy Baker,76,Male,124354,466
49737,Misty Fleming,40,Female,58227,510
23197,Joseph Mcgee,80,Female,32626,544
7704,Laura Page DDS,56,Male,114291,479
91674,Vickie Nelson,55,Female,22020,486
10357,Gabriela Lester,71,Male,74667,334
9002,Carla Taylor,44,Male,66208,669
61163,Hunter Lawrence,25,Male,58214,474
11897,Russell Stevens,65,Female,28738,435
67843,Alejandro Long,24,Male,51926,367
49673,Kathy Richardson,68,Male,95427,649
22149,Amanda Wilson,35,Male,136754,685
74271,Abigail Mercado,32,Female,112341,643
34250,Caitlyn Jefferson,66,Male,47838,757
97713,Rodney Harper,63,Female,24734,734
75063,Connie Murphy,71,Male,118269,697
95789,Larry Scott,19,Female,87689,618
57846,Erin Schultz,62,Female,37156,624
50021,Erin Cohen,52,Male,55439,423
25039,Robert Wells,43,Male,89661,816
32372,Rodney Cortez MD,79,Female,120335,606
55121,Phyllis Wilcox,25,Female,69962,811
50133,James Schneider,67,Male,57482,460
45388,Kimberly Griffith,67,Male,65677,564
55392,Mark Oliver,22,Male,128024,774
83282,Erica Day,79,Male,94365,827
43363,Christopher Maldonado,23,Female,77512,586
88072,Samuel Brooks,29,Male,30225,711
36920,Russell Stewart,75,Female,56492,833
96959,Taylor Morton,19,Female,49357,838
59352,Miss Kelly Hernandez,77,Male,45467,772
45970,Jennifer Murphy,40,Female,121286,830
50014,Kathy Bradley,63,Male,104018,565
29487,Whitney Wilson,25,Male,83814,322
23440,Daniel Mendez,30,Female,136816,509
51012,Jacob Thomas,39,Male,128129,382
89421,Debbie Owens,73,Male,29277,786
38018,Andrew Edwards,77,Female,24347,379
52122,David Cain,48,Female,116099,435
42335,Alexandria Yang,78,Female,104410,340
78236,Crystal Logan,79,Male,141639,763
26863,Kathryn Rosario,70,Female,70803,406
25732,Gary Fuller,55,Female,126261,574
60651,Mrs. Anna Evans,37,Female,43648,548
46538,Dr. Brandi Baker,52,Male,67607,519
96032,Debbie Hamilton,52,Female,87098,314
96832,Lisa Anderson,72,Female,42600,697
21921,Shawn Simpson,52,Female,86924,688
26627,Gary Smith,26,Male,36593,807
13095,Nicole Nicholson,20,Male,51013,717
75573,Jessica Kim,56,Male,117216,739
88725,Carolyn Farley,36,Male,106171,431
16056,Brittney Sanchez,35,Male,20044,566
62324,Charles Lam,44,Female,95743,451
71275,Adam Dixon,28,Female,145508,442
38874,Elizabeth Smith,45,Male,111291,504
32431,Steven Garza,39,Male,142419,448
33185,Bethany Clark,39,Male,139663,658
6949,Michelle Lyons,55,Female,140510,483
75907,Mrs. Amy Harmon,56,Female,144692,785
87487,Jason Wood,70,Male,93213,336
74414,Abigail Steele,56,Female,38780,584
47498,Anthony Black,27,Male,136743,312
7901,Keith Chapman,54,Female,86896,485
21125,Kimberly Turner,24,Female,78967,582
88566,Monica Navarro,32,Male,49534,437
81817,Stephen Torres,69,Male,106900,755
12895,Brad Barnes,56,Female,126234,408
7015,Rachel Hart,55,Female,74715,837
56777,Jesse Gordon,79,Female,139906,623
23336,Melvin Clark,40,Female,85681,376
92313,Colin Cortez,75,Male,42045,580
87722,Kyle Hart,25,Male,23229,531
6174,Crystal Gonzales,30,Female,49343,765
5038,Thomas Hawkins,56,Female,48868,655
9478,Tyler Martin,78,Female,25565,698
80389,Joseph Cook,59,Female,84264,817
86748,Carolyn Johns,60,Male,80502,600
75567,Carlos Ramirez,60,Male,145532,309
40785,Jeremy Myers,75,Female,127039,808
52582,Kristen Garcia,77,Female,76079,328
49790,Steven Baker,80,Female,131736,434
15656,George French,58,Male,38206,373
76890,Michael Brown,38,Male,53905,640
10818,Jesse Campbell,56,Female,76854,629
57141,Andrew Montoya,34,Male,90612,716
59936,Molly Beard,80,Male,131309,675
89771,Sergio Rios,50,Female,21434,509
23158,Ashley Fisher,50,Male,107347,381
90492,Bernard Mendoza,43,Female,69001,489
38061,Kenneth Gibson,57,Female,104077,546
77602,Julie Powers,77,Female,45361,821
35058,Mitchell Simpson,80,Male,95515,604
91287,Anna Medina,79,Female,147416,752
48846,Kyle Williams,58,Female,112495,410
18630,Brandy Schneider,52,Male,83083,484
91456,Heather Ellis,70,Female,43283,822
51125,Stephen Jones,33,Male,53342,823
47405,Kurt Smith,19,Female,117949,708
30344,Sara Andrews,57,Female,108806,346
45131,Melissa Myers,39,Male,115575,666
87463,Eddie Baker,33,Female,79111,477
13651,James Hernandez,20,Male,99450,504
80716,Jennifer Yoder,50,Female,99232,561
99810,Juan Campbell,30,Male,122874,772
99181,Lance Watson,72,Female,123883,509
59582,Melinda Watson,29,Male,32762,825
93178,Lisa Walker,62,Male,138677,772
8391,Heather Dean,62,Female,68283,423
77042,Ryan Orr,35,Female,28750,416
36282,John Smith,36,Male,41480,697
17781,Tara Jackson,64,Female,70120,405
67242,Jeanne Walker,66,Female,125326,546
19837,Scott Dean,56,Male,127031,670
63721,Cesar Hayes,58,Female,98493,399
51954,Alexander Garrison,70,Female,31022,351
62253,Kelly Moon,36,Female,40799,652
26339,Wanda Lopez,58,Male,116213,776
1033,Louis Harris,34,Female,139730,521
15386,Alexandra Hernandez,33,Male,86856,751
36482,John May,79,Female,68336,353
22923,Edward Hanson,64,Female,128791,793
62961,Tracey Warner,27,Female,87821,588
1916,Brian Hamilton,49,Male,119004,333
35516,Danielle Smith,32,Male,29188,418
44316,Samuel Avila,74,Male,23213,428
28292,Jennifer Dennis,48,Male,21950,594
73909,Anita Bright,49,Male,25872,798
73933,Tina Turner,78,Female,58989,459
41696,Robert Ferguson,24,Male,64094,460
56375,Laura Nguyen,50,Female,54914,329
26807,Craig Quinn,37,Male,74829,559
90983,Kimberly Miller,61,Female,133734,493
90526,Ashley Meza,41,Male,100664,807
77859,Denise Casey,24,Male,108517,631
41110,Benjamin Martinez,59,Female,130767,634
49240,Alicia Hooper,76,Male,29405,807
14410,Scott Wiggins,49,Male,57021,675
18619,Danielle Bailey,23,Female,55295,752
98034,Dr. Michael Simmons DDS,29,Female,89739,830
19172,Ryan Watson,27,Female,111387,446
26370,Jordan Martinez,61,Male,115050,846
45109,Donna Sharp,74,Male,139067,407
83992,Michael Simpson,59,Male,93106,839
53957,Robert Suarez,50,Male,82772,686
96882,Claire Estrada,55,Female,76783,339
13796,Michelle Anderson,49,Male,131264,603
12454,Brenda Simpson,21,Male,63843,660
71212,Mark Hall,64,Male,59488,678
75833,Jason Sweeney,36,Female,31951,497
35135,Teresa Davis,43,Female,24830,697
64537,Sandra Shaw,29,Female,104294,663
26427,Jill Gibson,32,Male,34595,708
25052,Heather Hudson,35,Male,90560,560
43732,Lisa Nelson,31,Male,106940,431
13350,Daniel Smith,44,Male,88214,796
52302,Kathleen Woods,78,Male,51246,384
38789,Darrell Flores,51,Male,89865,652
49327,Daniel Montoya,32,Male,70750,458
2349,Michelle Stewart,63,Female,88359,491
73664,Albert Jones,33,Female,121493,785
92434,George Wood,33,Male,122720,713
8526,Anthony Ryan,59,Male,146497,452
57531,Mitchell Gray,33,Female,32218,456
60364,Matthew Elliott,67,Female,80208,363
18172,Daniel Blevins,68,Female,58790,611
89215,Laurie Miranda,53,Male,89341,679
32705,Manuel Martinez,33,Male,79205,471
1577,Chelsea Kennedy,54,Female,111759,424
75363,Michael Parker,18,Female,49419,748
4941,Mr. David Jackson,36,Female,40572,489
23316,Randy Perez,22,Male,147842,667
83922,Jasmin Griffin,69,Female,107495,704
48435,Pamela Williams,60,Female,22128,397
52034,Adam Ryan,36,Male,23349,400
62180,Crystal Leonard,74,Male,79831,380
94619,Lance Arnold,37,Male,91215,361
27443,Lori Stevens,42,Female,38922,379
84951,Tammy Williams,55,Female,146156,686
85751,Joel Contreras,41,Male,69193,784
29441,Elizabeth Beard,76,Male,56937,838
58435,Christina Wright,21,Female,111947,649
73647,Sarah Baker,25,Male,93565,541
19921,Kevin Fritz,78,Female,125809,577
77730,Samantha Baker,54,Female,43123,348
84800,Kevin Doyle,26,Female,146110,558
75405,Sarah Lopez,42,Female,138848,784
23928,Brenda Boone,53,Male,98470,621
22653,Heather Baldwin,36,Female,78812,659
72112,Nicholas Brown,29,Male,57539,322
78117,Angela Zhang,22,Female,38614,792
36628,Jenny Moran,23,Female,91549,690
79618,Caitlin Frank,44,Male,80347,325
32801,David Brown,58,Male,106631,461
85137,Jennifer Petersen,21,Female,86408,403
30615,Jennifer Montgomery,57,Male,57025,409
92946,Christopher Calderon,67,Male,38133,662
94480,Samantha Spencer,33,Male,44147,824
69924,Gabrielle Wade,20,Female,108433,620
3097,Vincent Ryan,33,Male,23312,580
86189,Sara Turner,51,Male,137931,672
67597,William Lloyd,47,Male,135388,347
85228,Pamela Bell,54,Female,93853,644
90678,Pamela Williams,52,Male,113558,394
12981,Melissa Martin,22,Male,145782,424
52320,Jonathan Richardson,68,Male,66739,767
41344,Sean Cline,55,Female,140069,573
50157,Shelia Garcia,44,Male,68043,718
41529,Janet Hill,43,Male,37168,486
81716,Cole Clark,32,Female,109525,493
76865,Robert Carrillo,62,Male,131226,536
86635,April Mcdonald,20,Female,21153,593
37716,John Lyons,43,Female,125762,479
81517,Sonya Clarke,75,Male,93587,678
78903,Jeffrey Smith,55,Female,55157,385
55298,Natalie Hudson,25,Female,101674,838
87505,Judy Williams,43,Female,132190,679
62683,Jason Garcia,64,Male,125355,334
89454,Amanda Alvarez,43,Male,137089,839
26926,Lisa Frank,60,Male,23463,366
24303,Ryan Carter,43,Female,31283,516
35160,Charles Miller,67,Female,123614,381
88301,Jeffrey Oliver,18,Female,91839,708
12950,Amanda Wolfe,49,Female,83354,425
93591,Sarah Campbell,79,Male,30347,342
84136,Kerry Cruz,36,Male,48781,747
51384,Madeline Nguyen,64,Male,97637,616
14096,Jacob Morgan,67,Female,135622,669
13186,Eddie Key,46,Male,74627,449
54037,Kevin Perry,47,Male,30441,833
36525,Kevin Woodard,32,Male,86229,343
45715,Daniel Smith,32,Female,61057,689
56943,Amanda Holmes,21,Female,130547,446
93053,Jennifer Pitts,33,Female,25260,639
89170,Adam Horton,51,Male,121602,428
29934,Donald Walters,32,Male,131069,432
67498,Claudia Martinez,39,Male,73305,408
83233,Victoria Green,30,Female,125016,769
9217,Robert Hanson,48,Male,35941,588
16902,Alexander Gross,32,Female,97597,810
13721,Amanda Mitchell,29,Female,105974,400
7568,Valerie Moore,51,Female,81662,505
57353,Tyler Miller,24,Female,61627,669
39444,Jonathan Gutierrez,78,Female,73857,487
58262,Matthew Miller,52,Female,115910,563
43472,Elizabeth White DDS,37,Female,98190,348
46129,Frank Johnson,45,Male,51712,318
24397,Mr. William Liu,74,Female,56564,840
18314,Rodney Reynolds,66,Male,58381,358
34679,John Rogers,75,Male,93269,768
47644,Tim Diaz,36,Female,112191,607
96319,Valerie Brown,78,Female,23555,455
48773,Katherine Burton,37,Female,25271,638
50314,Thomas Reyes,72,Female,140865,815
75126,Sarah Cox,62,Female,78118,324
4967,Ashley Young,23,Female,21898,444
64686,Heather Lowery,44,Female,119452,779
98706,Meghan Reyes MD,66,Male,58668,386
92805,Robert Taylor,53,Female,36435,377
56897,Robert Gonzales,50,Female,67138,455
60542,Jordan Serrano,23,Male,95480,390
34841,Douglas Holder,65,Male,91826,808
95875,Matthew Lewis,33,Female,52786,648
34403,John Allen,40,Male,76845,732
28832,Lonnie Franklin,37,Female,145814,444
22946,Linda Kaufman MD,80,Male,89525,801
36031,Jennifer Thompson,68,Female,129013,552
14953,Brooke Hanson,78,Male,127710,837
67582,Jacqueline Diaz,78,Female,91359,352
87541,Joseph Berry,51,Male,70786,324
2545,Bridget Lewis,48,Male,28319,570
10174,Darlene Mullins,73,Male,40313,457
34768,Alyssa Watson,57,Male,117674,766
94005,Regina Gregory,78,Male,148042,827
14870,Kenneth Thompson,69,Male,38668,673
16029,Laura Ward,71,Female,114218,308
36054,Cassandra Smith,65,Female,86049,468
82392,William Jones,40,Male,61497,366
77069,Erica Moreno,25,Female,32194,425
70899,Richard Perez,39,Male,80313,704
45007,Daniel Bryan,34,Male,33502,532
9628,Terri Stevenson,65,Female,101166,315
85460,Michelle Johnson,26,Female,132226,742
50239,Sarah Ferguson,76,Female,44974,638
93198,Donald Chambers,57,Female,29500,728
33372,Ashley Smith,67,Male,55346,464
95024,Charles Collier,56,Male,21262,328
39562,Susan Taylor,52,Male,145598,659
52341,Chad Rodriguez,72,Male,53248,768
40847,Roy Williams,55,Male,83348,742
96118,Nicholas Harvey,72,Female,128866,432
25007,Molly James,21,Male,77314,536
6027,Cynthia Weber,79,Female,140903,418
31848,Angela Moreno DDS,76,Female,96785,820
88039,Deborah Davis,60,Male,69370,677
49007,Mrs. Virginia Robinson,41,Male,50577,658
4286,Daniel Davis,48,Male,147496,493
15455,Adrian Ford,39,Female,70026,454
46131,Rachel Miller,22,Male,126339,606
34558,Barbara Novak,62,Female,127407,843
35902,Crystal Holland,71,Male,106654,847
39187,Michael Simmons,50,Male,96741,485
70078,Aaron Gordon,67,Female,103722,346
8305,Aaron Newton,32,Male,127614,626
84695,Andrew Mahoney,25,Female,29533,419
11527,Haley Clark,51,Female,141291,523
50513,Mr. James Martinez DVM,36,Female,51692,566
91361,Michael Ho,67,Female,45389,529
47122,Steven Avila,60,Female,68372,604
42019,Shaun Steele,65,Male,20327,370
96417,Gregg Kelly,57,Female,124751,540
42908,Nicole Rodriguez,75,Female,145366,774
44638,Justin Calderon,41,Female,38790,512
55993,Brittany Smith,47,Male,76349,831
72083,Larry Long,47,Female,70708,581
59283,Sabrina Johnson,40,Male,45689,492
13168,Dana Shah,74,Female,111523,632
58309,Brandon Williams,60,Male,27304,617
45902,Steven Pope,77,Female,20519,576
43958,Preston Davila,19,Male,116852,489
7408,Jennifer Benton,30,Male,74927,425
43114,Eugene Wagner,38,Female,119450,755
15063,David Dixon,42,Male,54790,485
57084,Jennifer Galvan,20,Male,58098,610
90198,Jacqueline Young,68,Male,35757,533
73420,David Torres,36,Female,60907,448
93818,Crystal Russell,73,Female,123033,759
54219,Deborah Morris,72,Female,30969,532
52935,Robert Perkins,77,Male,97956,566
43629,Heather Miller,66,Female,57253,402
36550,David Mejia,72,Female,22902,499
9055,James Leonard,59,Female,126397,444
76762,Joanna Lynch,29,Female,69017,799
68229,Julie Elliott,62,Male,129366,387
1951,Colin Cunningham,36,Male,42188,796
83097,Julie Hughes,71,Female,128083,643
52561,Michael Barr,35,Female,32028,489
75213,Stacey Day,18,Male,31865,440
42738,Nicholas Brown Jr.,23,Female,78936,521
66335,Jennifer Walker,69,Male,98706,638
13615,Mr. Nathan Jimenez,21,Male,63862,511
33549,Kelsey Robinson,44,Female,22433,492
69602,Douglas Hines,20,Female,110839,676
32576,Eric Lucas,38,Female,73304,708
50857,Daniel Warren,55,Male,117660,533
53683,Katie Davis,35,Female,135891,484
55774,Nicholas Wilkins,27,Female,96134,539
91736,Rachel Bailey,40,Male,23279,490
60448,Aaron Perkins,76,Male,28172,767
14927,Colton Blair,41,Male,54568,463
77863,Steven Davenport,34,Male,78713,545
3610,Robert Underwood,24,Female,142929,573
41472,David Wilson,53,Female,148232,655
33546,Cindy Hughes,70,Female,36293,786
89975,Amy Wallace,80,Female,147062,347
86200,Amy Greene,76,Female,140337,654
2875,Jesse Holmes,27,Male,84425,783
62611,Jennifer Martin,18,Female,134700,496
76406,Alexandria Andrade,61,Male,91736,655
5964,Jennifer Mckee,47,Female,53279,428
22451,Robert Diaz,42,Female,105084,563
46097,Gregory Smith IV,75,Female,29671,527
14801,Michael Arellano,76,Female,111653,665
62757,Benjamin Webb,46,Female,92979,774
20515,Sharon Mccoy,26,Female,147115,741
31222,Ronald Rivera,58,Female,72734,416
41186,Daniel Randolph,75,Male,84808,776
35844,Carl Reid,77,Female,71947,323
80959,Robin Sherman,34,Male,128803,536
68488,Theodore Carter,43,Female,71364,577
57909,Ms. Ashley Washington,19,Female,21089,385
17899,David Odom,22,Male,26743,585
31905,Valerie Carter,21,Male,99075,713
90666,Ricky Evans,58,Male,141131,452
30841,Adriana Barnett,27,Male,125541,507
35292,Lindsay Pierce,74,Male,64567,301
89399,Pamela Cooke DVM,55,Female,86037,571
80977,Jodi Johnson,21,Female,24559,592
53518,Karen Burton,65,Female,126356,514
95211,Eric Long,43,Male,135614,554
65563,Stephanie Dennis,50,Female,136822,844
85553,Dr. Maria Hernandez MD,63,Female,120790,422
82564,Gloria Rios,43,Female,89912,727
38553,Michael Walters,55,Female,53581,376
94177,Daniel Gonzalez,38,Female,80664,565
97683,Brittney Brown,28,Male,128586,607
99468,Wesley Cox,43,Female,98477,310
78633,Chase Johnson,36,Male,82295,736
92996,Jennifer Hayes,70,Male,90916,589
36062,Brian Kelly,66,Male,36519,373
55537,Mr. Brandon Woods,62,Male,112497,800
34050,Zachary Lee,62,Female,36129,678
25475,Jacqueline Kelley,20,Male,54784,345
57910,Michael Rivera,25,Male,122882,625
44210,Miss Kimberly Nash,50,Male,94673,665
79085,Joseph Rice,44,Male,76085,381
12115,Caleb Vaughan,70,Male,124666,301
19493,Ashley Rodriguez,41,Male,37433,663
75599,Gregg Barnes,37,Female,92441,309
54956,Brittany Robles,19,Female,134805,502
26105,Jonathan Riley,49,Male,89315,657
23563,Mrs. Jennifer Baker,52,Male,90431,552
10219,Daniel Harrington,56,Female,85791,718
67299,Matthew Vincent,25,Female,85410,437
37922,Sarah Mitchell,71,Male,145085,631
92372,Alexis Miller,20,Male,96470,700
1300,Kristi Mcpherson,76,Female,68561,400
58043,Tina Reyes,65,Female,92774,622
9725,Sheri Richardson,38,Male,42868,314
14011,Jorge Harmon,30,Male,79652,406
86629,Jared Barnes,46,Male,21494,672
52564,Amy Clark,63,Female,35004,809
53003,Mr. Rodney Warner,31,Male,114745,317
42435,Maureen Estes,32,Male,64016,784
93740,Joseph Pacheco,39,Male,132087,471
57713,John Casey,47,Female,118494,643
31329,Stephanie Cook,27,Male,57403,562
84152,Shane Singleton,24,Female,140782,678
9299,Ronnie Ramirez,52,Male,36091,550
49758,Ronald Ward,49,Female,103370,447
9923,Linda Allen,46,Female,32814,505
62601,Deborah Hood,22,Male,35215,415
24969,Cassandra Mitchell,45,Male,100512,338
13710,Judy Davis,28,Male,112250,608
94956,Joel Noble,38,Male,123172,579
2488,Cheyenne Petty,28,Female,24819,489
92367,Alexandra Hester,80,Male,47075,768
82538,Emily Harris,27,Male,38209,708
97536,Robin Hill,43,Female,76211,811
28029,Jennifer Bond,24,Female,123309,724
6863,Sarah Davila,41,Male,131295,397
16740,Nicole Smith,63,Male,100383,692
84942,Jennifer Sexton,75,Male,86266,799
39718,Courtney Cook,24,Female,54301,722
51067,John Garza,70,Male,108922,350
1816,Wesley Long,35,Female,128982,402
20661,Janet Alvarez,47,Male,119501,337
97492,Rhonda Adams,53,Male,110669,549
12876,Nicole Montgomery,56,Male,23801,521
13921,Ronald Hamilton,59,Female,86832,568
86564,Joshua Elliott,79,Male,31174,768
84938,William Hughes,31,Male,85355,398
94855,David Conley,39,Female,83955,319
69880,Tyler Brooks,29,Female,24067,607
15870,Lindsay Barry,64,Female,114881,409
94620,Jamie Perez,75,Male,96316,423
66158,Jennifer Conner,64,Male,146527,698
36009,Courtney Ramirez,58,Male,142984,792
58778,Danielle Lara,40,Female,56837,425
71331,Thomas Waters,76,Female,130635,703
90114,James Kaufman,74,Female,40798,499
80462,Robyn Chen,73,Female,90837,445
10574,Jake Green,55,Male,81678,736
69778,Tamara Wu,33,Male,144144,785
63473,John Kelly,20,Male,94092,734
92422,Haley Joyce,74,Male,20401,719
94369,Heather Thomas,33,Female,119420,571
62917,James Johnson,59,Female,58811,600
55732,Sierra Moody,47,Female,58264,307
88313,Mark Brown,23,Male,137024,717
84130,Sarah Everett,65,Female,58510,395
74460,Johnathan Ball,39,Female,94536,474
79582,Tammy Williamson,44,Female,141288,671
61198,Melvin Holden,24,Female,113118,456
74652,Leroy Huynh,48,Male,34049,580
53078,Tabitha Smith,62,Female,51436,463
69525,Tommy Collier,77,Male,148453,673
19608,Christopher Roberts,48,Female,127918,526
16136,Benjamin Reid,80,Male,72861,792
91807,Isaiah Mendoza,63,Male,42373,557
31847,Valerie Morgan,19,Male,37351,513
32319,Kimberly Medina,36,Female,126058,738
70290,Anthony Curtis,54,Female,33537,419
75730,Karla Sparks,56,Male,20844,746
93191,Traci Stanley,57,Male,96403,829
42031,Anne Smith,35,Male,59614,810
6787,Ashley Miller,56,Male,52651,628
3349,Abigail Bennett,61,Female,53530,595
13330,Jessica White,40,Male,35233,546
99512,Randy Wagner,80,Female,29120,574
18501,Cheryl Everett,27,Male,116732,771
50275,Brandi Green,37,Female,26663,531
65872,Robert Alvarez,71,Male,129247,780
26938,Samantha Romero,78,Male,86130,656
91567,Miranda Johnston,55,Female,94408,432
5185,Kenneth Wilson,28,Male,46174,305
37194,Paul Smith,48,Female,107240,660
52453,Mary Williams,44,Male,77176,701
49581,Justin Perez,44,Male,47559,765
99500,Brittany Reynolds,43,Male,52746,810
44947,Mrs. Victoria Jones DVM,21,Female,120263,545
60072,Sara Murray,80,Male,91745,412
50799,Michele Carlson,32,Female,85098,479
43720,Richard Smith,39,Male,115973,436
68516,Willie Guerrero,33,Female,59262,438
76728,Haley Henderson,77,Female,64888,370
86023,Javier Cochran,56,Female,69878,340
11555,Evan Allen,73,Male,128767,795
85601,James Harris,80,Male,90808,649
15041,Martha Harris,71,Female,125562,491
83645,Kayla Greene,18,Female,104383,600
31643,Paul Horton,36,Female,61587,396
91341,Brandon Miller,42,Female,48483,695
60596,Christina Holden,62,Female,134015,700
89355,Ricky Walker,46,Female,29190,447
1584,Shannon Shaffer,31,Male,41971,337
69609,Timothy Jackson,31,Female,121216,797
12712,Joseph White,31,Female,43044,461
45292,Erin Vaughn,21,Female,92368,371
77442,Mr. Dennis Miller,41,Female,85492,514
51448,Shawn Davidson,63,Female,105600,603
80521,Ashley Schultz,42,Male,55306,710
54844,Rodney Jacobson,56,Female,37527,319
68190,Michelle Rice,77,Male,31535,402
48953,Timothy Huynh,33,Female,29875,606
22857,Peggy Gross,38,Female,109515,716
76074,Jacob Howard,78,Female,71762,783
13947,Cynthia Steele,80,Male,137617,355
71868,Taylor Young,37,Male,23573,595
88724,Michelle Burke,40,Female,23607,807
21794,Kenneth Garcia,75,Female,111145,416
5705,Shane Wright,63,Male,64954,664
81536,Scott Thompson,78,Female,95880,671
11292,Matthew Wilson,38,Male,80840,386
58004,Anna Murphy,69,Male,54916,321
26679,Crystal Marsh,29,Male,120469,768
1412,Jeremy Jackson,28,Male,79782,661
21167,Kelly Palmer,20,Female,67672,711
66356,Mathew Sanford,70,Female,115618,739
