client_id,name,age,gender,income,credit_score,account_balance,account_id,account_type,balance,last_transaction_date,product_id,type,interest_rate,date,loan_type,service,rating,comment
58433.0,Jeffrey Carter,73.0,Male,139389.0,422.0,15112.54,,,,,,,,,,,,
84639.0,Elizabeth Brooks,19.0,Male,34009.0,306.0,49296.88,,,,,,,,,,,,
60645.0,Kathy Martin,31.0,Female,136553.0,794.0,8613.13,,,,,,,,,,,,
99343.0,Amanda Bartlett,72.0,Male,38361.0,752.0,49371.35,,,,,,,,,,,,
75150.0,Jeremiah Mcconnell,32.0,Male,29658.0,542.0,25721.47,,,,,,,,,,,,
81205.0,Jennifer Garcia,48.0,Male,107096.0,743.0,36881.38,,,,,,,,,,,,
62974.0,David Cox,54.0,Female,91286.0,456.0,27028.53,,,,,,,,,,,,
11886.0,Sharon Fernandez,25.0,Male,32437.0,581.0,4751.19,,,,,,,,,,,,
16274.0,Jennifer Barber MD,21.0,Male,33582.0,578.0,4097.67,,,,,,,,,,,,
22060.0,Dr. Mia Larson,31.0,Male,88670.0,443.0,24936.27,,,,,,,,,,,,
11701.0,Michael Murphy,70.0,Female,88077.0,637.0,37098.48,,,,,,,,,,,,
60393.0,Sandra Young,77.0,Male,144196.0,802.0,4173.76,,,,,,,,,,,,
71563.0,Michael Jacobs,62.0,Female,97259.0,759.0,47949.37,,,,,,,,,,,,
2623.0,Andrew Stephens,23.0,Male,31926.0,743.0,8270.55,,,,,,,,,,,,
61216.0,Jim Norris,28.0,Male,90758.0,320.0,17858.94,,,,,,,,,,,,
88927.0,Jessica Pham,73.0,Male,79834.0,342.0,14036.94,,,,,,,,,,,,
47521.0,Jeanne Aguilar,52.0,Male,143509.0,600.0,43027.98,,,,,,,,,,,,
1227.0,Samuel Olson,70.0,Male,43675.0,589.0,39012.51,,,,,,,,,,,,
98128.0,Alexandra Webb,23.0,Female,119791.0,450.0,9894.1,,,,,,,,,,,,
35486.0,Cynthia Ritter,26.0,Male,95106.0,610.0,7796.71,,,,,,,,,,,,
86017.0,Joshua Ramos,25.0,Male,51565.0,332.0,907.42,,,,,,,,,,,,
5455.0,Linda Williams,64.0,Female,147229.0,507.0,8854.77,,,,,,,,,,,,
39799.0,Geoffrey Villanueva,58.0,Male,82765.0,475.0,24575.96,,,,,,,,,,,,
23979.0,Daniel Harrell,20.0,Female,51777.0,333.0,13199.54,,,,,,,,,,,,
58023.0,Alex Shaw,80.0,Female,110463.0,323.0,42082.68,,,,,,,,,,,,
87182.0,Megan Lee,27.0,Female,124005.0,400.0,36232.77,,,,,,,,,,,,
28575.0,Gavin Parker,57.0,Male,95489.0,545.0,11667.69,,,,,,,,,,,,
97415.0,Louis Gonzalez,65.0,Male,40704.0,751.0,14274.08,,,,,,,,,,,,
15185.0,Heather Griffin,46.0,Male,104712.0,341.0,2996.57,,,,,,,,,,,,
50753.0,Kaitlyn Pearson,59.0,Male,98874.0,765.0,17372.95,,,,,,,,,,,,
31046.0,Peter Bradford,56.0,Female,25824.0,538.0,34994.82,,,,,,,,,,,,
85081.0,Sherri Miles,46.0,Female,109599.0,820.0,15079.38,,,,,,,,,,,,
18362.0,Phyllis Garcia,78.0,Male,39312.0,688.0,30898.15,,,,,,,,,,,,
17451.0,Chelsea Thomas,75.0,Male,35255.0,394.0,39578.11,,,,,,,,,,,,
38057.0,Alan Wilson,53.0,Female,75914.0,586.0,36831.15,,,,,,,,,,,,
54756.0,Ronald Greene,27.0,Female,121621.0,650.0,35059.38,,,,,,,,,,,,
99347.0,Kristin Wolf,69.0,Male,94070.0,617.0,45823.81,,,,,,,,,,,,
59236.0,Julia Andrade,37.0,Female,63865.0,812.0,2683.05,,,,,,,,,,,,
42709.0,Nathan Case,75.0,Female,44710.0,598.0,3753.36,,,,,,,,,,,,
60324.0,Victoria Porter,27.0,Female,46848.0,361.0,27662.87,,,,,,,,,,,,
19727.0,Kelly Chaney,53.0,Male,36277.0,731.0,8691.66,,,,,,,,,,,,
21239.0,Julie Flynn,65.0,Male,110843.0,648.0,40916.44,,,,,,,,,,,,
38165.0,Justin Gardner,80.0,Female,25385.0,677.0,28825.47,,,,,,,,,,,,
87668.0,Jennifer Mccoy,19.0,Female,112800.0,777.0,43818.8,,,,,,,,,,,,
95846.0,Phyllis Velasquez,42.0,Female,124784.0,842.0,21547.52,,,,,,,,,,,,
32194.0,Scott Myers,63.0,Male,134796.0,603.0,10802.11,,,,,,,,,,,,
76253.0,Anna Walton,19.0,Female,55746.0,724.0,8611.3,,,,,,,,,,,,
82710.0,Beverly Mcmahon,50.0,Male,102027.0,311.0,12949.54,,,,,,,,,,,,
3293.0,Peter Olson,45.0,Male,118428.0,509.0,42287.05,,,,,,,,,,,,
73299.0,Ana Taylor,77.0,Male,75283.0,691.0,28987.01,,,,,,,,,,,,
45914.0,Dylan Ortiz,75.0,Male,32240.0,689.0,32255.53,,,,,,,,,,,,
6840.0,Felicia Hunter,75.0,Male,137909.0,576.0,38998.22,,,,,,,,,,,,
86851.0,Jesse Perez,29.0,Male,23324.0,525.0,30927.95,,,,,,,,,,,,
2296.0,Jerry Ramsey,65.0,Male,57272.0,657.0,14871.56,,,,,,,,,,,,
79266.0,Kimberly Campbell,77.0,Female,96089.0,840.0,30415.79,,,,,,,,,,,,
48982.0,Matthew Owens,75.0,Male,107292.0,512.0,21443.46,,,,,,,,,,,,
8053.0,Bradley Morales,57.0,Female,34702.0,459.0,47868.94,,,,,,,,,,,,
56125.0,Tammy Fleming,37.0,Male,149321.0,714.0,12148.89,,,,,,,,,,,,
83807.0,Jonathan Ferguson,25.0,Male,120824.0,552.0,28272.35,,,,,,,,,,,,
56345.0,Carlos Alvarez,25.0,Male,79090.0,791.0,4401.16,,,,,,,,,,,,
16746.0,Adam Barrett,27.0,Female,89180.0,327.0,4848.75,,,,,,,,,,,,
96832.0,Kathryn Morrison,30.0,Male,40585.0,640.0,9459.67,,,,,,,,,,,,
51910.0,Michael Gonzalez,52.0,Female,127748.0,563.0,10822.04,,,,,,,,,,,,
71669.0,Kevin Garcia,24.0,Female,149192.0,671.0,22760.23,,,,,,,,,,,,
77710.0,Chase Rodriguez MD,43.0,Female,65457.0,684.0,49109.31,,,,,,,,,,,,
46833.0,George King,24.0,Female,83578.0,477.0,12488.62,,,,,,,,,,,,
76273.0,Shane Robinson,56.0,Male,122284.0,475.0,10835.66,,,,,,,,,,,,
59487.0,Alex Zimmerman,43.0,Female,115584.0,612.0,41175.19,,,,,,,,,,,,
8923.0,Lauren Chandler,79.0,Female,79647.0,779.0,33826.09,,,,,,,,,,,,
68484.0,Dustin Ray,65.0,Male,108171.0,840.0,42123.62,,,,,,,,,,,,
69941.0,William Kennedy,31.0,Female,116200.0,752.0,23235.79,,,,,,,,,,,,
91259.0,Megan Williams,77.0,Male,69925.0,666.0,49706.32,,,,,,,,,,,,
41387.0,John Curry,29.0,Female,37820.0,361.0,25846.29,,,,,,,,,,,,
69372.0,Jamie Vasquez,47.0,Male,102360.0,343.0,36910.53,,,,,,,,,,,,
89416.0,Mark Donovan,47.0,Male,99958.0,850.0,41408.18,,,,,,,,,,,,
9589.0,Kyle Lopez DDS,36.0,Female,67718.0,699.0,5673.08,,,,,,,,,,,,
5348.0,Kelly Wilson,51.0,Female,104154.0,848.0,2819.41,,,,,,,,,,,,
73148.0,Wanda Olson,27.0,Male,22800.0,739.0,2521.68,,,,,,,,,,,,
6959.0,Mark Middleton,40.0,Female,21763.0,443.0,15559.93,,,,,,,,,,,,
72810.0,Theresa Martinez,45.0,Female,98735.0,619.0,4904.76,,,,,,,,,,,,
80241.0,Ryan Gilbert,31.0,Female,111356.0,596.0,21871.48,,,,,,,,,,,,
81439.0,Michelle Griffin,60.0,Female,50833.0,341.0,15825.9,,,,,,,,,,,,
34677.0,Sherri Porter,80.0,Male,100229.0,601.0,38843.16,,,,,,,,,,,,
92164.0,Rebecca Miller,25.0,Female,26896.0,374.0,22676.56,,,,,,,,,,,,
40043.0,Jennifer Webb,40.0,Female,146465.0,456.0,31826.06,,,,,,,,,,,,
35587.0,John Rogers,20.0,Female,43392.0,425.0,34155.02,,,,,,,,,,,,
22554.0,Douglas Lawrence,64.0,Male,73120.0,527.0,13950.42,,,,,,,,,,,,
48354.0,Bradley Crane,69.0,Male,62724.0,406.0,10204.66,,,,,,,,,,,,
22602.0,Jimmy Elliott,69.0,Female,147745.0,798.0,24084.17,,,,,,,,,,,,
45157.0,Sara Guerrero,28.0,Female,147360.0,548.0,32620.12,,,,,,,,,,,,
73144.0,Jean Rice,80.0,Female,31949.0,660.0,23113.19,,,,,,,,,,,,
64454.0,Bailey Jackson,37.0,Male,109897.0,308.0,19007.0,,,,,,,,,,,,
9091.0,Timothy Baker,76.0,Male,124354.0,466.0,12820.74,,,,,,,,,,,,
49737.0,Misty Fleming,40.0,Female,58227.0,510.0,27311.59,,,,,,,,,,,,
23197.0,Joseph Mcgee,80.0,Female,32626.0,544.0,4795.03,,,,,,,,,,,,
7704.0,Laura Page DDS,56.0,Male,114291.0,479.0,36724.52,,,,,,,,,,,,
91674.0,Vickie Nelson,55.0,Female,22020.0,486.0,37097.87,,,,,,,,,,,,
10357.0,Gabriela Lester,71.0,Male,74667.0,334.0,6080.52,,,,,,,,,,,,
9002.0,Carla Taylor,44.0,Male,66208.0,669.0,25521.25,,,,,,,,,,,,
61163.0,Hunter Lawrence,25.0,Male,58214.0,474.0,28333.81,,,,,,,,,,,,
11897.0,Russell Stevens,65.0,Female,28738.0,435.0,19892.43,,,,,,,,,,,,
67843.0,Alejandro Long,24.0,Male,51926.0,367.0,41433.69,,,,,,,,,,,,
49673.0,Kathy Richardson,68.0,Male,95427.0,649.0,37971.05,,,,,,,,,,,,
22149.0,Amanda Wilson,35.0,Male,136754.0,685.0,13055.1,,,,,,,,,,,,
74271.0,Abigail Mercado,32.0,Female,112341.0,643.0,1368.94,,,,,,,,,,,,
34250.0,Caitlyn Jefferson,66.0,Male,47838.0,757.0,1073.15,,,,,,,,,,,,
97713.0,Rodney Harper,63.0,Female,24734.0,734.0,17044.0,,,,,,,,,,,,
75063.0,Connie Murphy,71.0,Male,118269.0,697.0,48849.99,,,,,,,,,,,,
95789.0,Larry Scott,19.0,Female,87689.0,618.0,20601.5,,,,,,,,,,,,
57846.0,Erin Schultz,62.0,Female,37156.0,624.0,43802.56,,,,,,,,,,,,
50021.0,Erin Cohen,52.0,Male,55439.0,423.0,28205.19,,,,,,,,,,,,
25039.0,Robert Wells,43.0,Male,89661.0,816.0,38196.04,,,,,,,,,,,,
32372.0,Rodney Cortez MD,79.0,Female,120335.0,606.0,34327.95,,,,,,,,,,,,
55121.0,Phyllis Wilcox,25.0,Female,69962.0,811.0,5190.96,,,,,,,,,,,,
50133.0,James Schneider,67.0,Male,57482.0,460.0,5433.32,,,,,,,,,,,,
45388.0,Kimberly Griffith,67.0,Male,65677.0,564.0,22122.71,,,,,,,,,,,,
55392.0,Mark Oliver,22.0,Male,128024.0,774.0,26793.9,,,,,,,,,,,,
83282.0,Erica Day,79.0,Male,94365.0,827.0,36596.52,,,,,,,,,,,,
43363.0,Christopher Maldonado,23.0,Female,77512.0,586.0,32333.69,,,,,,,,,,,,
88072.0,Samuel Brooks,29.0,Male,30225.0,711.0,25388.44,,,,,,,,,,,,
36920.0,Russell Stewart,75.0,Female,56492.0,833.0,48303.61,,,,,,,,,,,,
96959.0,Taylor Morton,19.0,Female,49357.0,838.0,25995.07,,,,,,,,,,,,
59352.0,Miss Kelly Hernandez,77.0,Male,45467.0,772.0,34426.86,,,,,,,,,,,,
45970.0,Jennifer Murphy,40.0,Female,121286.0,830.0,18829.94,,,,,,,,,,,,
50014.0,Kathy Bradley,63.0,Male,104018.0,565.0,40637.35,,,,,,,,,,,,
29487.0,Whitney Wilson,25.0,Male,83814.0,322.0,14269.65,,,,,,,,,,,,
23440.0,Daniel Mendez,30.0,Female,136816.0,509.0,19173.5,,,,,,,,,,,,
51012.0,Jacob Thomas,39.0,Male,128129.0,382.0,31036.88,,,,,,,,,,,,
89421.0,Debbie Owens,73.0,Male,29277.0,786.0,37317.16,,,,,,,,,,,,
38018.0,Andrew Edwards,77.0,Female,24347.0,379.0,15219.92,,,,,,,,,,,,
52122.0,David Cain,48.0,Female,116099.0,435.0,3392.54,,,,,,,,,,,,
42335.0,Alexandria Yang,78.0,Female,104410.0,340.0,23098.77,,,,,,,,,,,,
78236.0,Crystal Logan,79.0,Male,141639.0,763.0,35719.13,,,,,,,,,,,,
26863.0,Kathryn Rosario,70.0,Female,70803.0,406.0,25881.73,,,,,,,,,,,,
25732.0,Gary Fuller,55.0,Female,126261.0,574.0,11992.0,,,,,,,,,,,,
60651.0,Mrs. Anna Evans,37.0,Female,43648.0,548.0,22916.37,,,,,,,,,,,,
46538.0,Dr. Brandi Baker,52.0,Male,67607.0,519.0,27716.62,,,,,,,,,,,,
96032.0,Debbie Hamilton,52.0,Female,87098.0,314.0,38335.23,,,,,,,,,,,,
96832.0,Lisa Anderson,72.0,Female,42600.0,697.0,35294.47,,,,,,,,,,,,
21921.0,Shawn Simpson,52.0,Female,86924.0,688.0,45579.17,,,,,,,,,,,,
26627.0,Gary Smith,26.0,Male,36593.0,807.0,9286.68,,,,,,,,,,,,
13095.0,Nicole Nicholson,20.0,Male,51013.0,717.0,24793.38,,,,,,,,,,,,
75573.0,Jessica Kim,56.0,Male,117216.0,739.0,10700.93,,,,,,,,,,,,
88725.0,Carolyn Farley,36.0,Male,106171.0,431.0,6837.72,,,,,,,,,,,,
16056.0,Brittney Sanchez,35.0,Male,20044.0,566.0,41688.03,,,,,,,,,,,,
62324.0,Charles Lam,44.0,Female,95743.0,451.0,27404.57,,,,,,,,,,,,
71275.0,Adam Dixon,28.0,Female,145508.0,442.0,44939.59,,,,,,,,,,,,
38874.0,Elizabeth Smith,45.0,Male,111291.0,504.0,10479.31,,,,,,,,,,,,
32431.0,Steven Garza,39.0,Male,142419.0,448.0,42305.76,,,,,,,,,,,,
33185.0,Bethany Clark,39.0,Male,139663.0,658.0,7558.98,,,,,,,,,,,,
6949.0,Michelle Lyons,55.0,Female,140510.0,483.0,34755.21,,,,,,,,,,,,
75907.0,Mrs. Amy Harmon,56.0,Female,144692.0,785.0,6099.42,,,,,,,,,,,,
87487.0,Jason Wood,70.0,Male,93213.0,336.0,197.94,,,,,,,,,,,,
74414.0,Abigail Steele,56.0,Female,38780.0,584.0,13720.09,,,,,,,,,,,,
47498.0,Anthony Black,27.0,Male,136743.0,312.0,27137.45,,,,,,,,,,,,
7901.0,Keith Chapman,54.0,Female,86896.0,485.0,43532.14,,,,,,,,,,,,
21125.0,Kimberly Turner,24.0,Female,78967.0,582.0,3313.66,,,,,,,,,,,,
88566.0,Monica Navarro,32.0,Male,49534.0,437.0,24278.08,,,,,,,,,,,,
81817.0,Stephen Torres,69.0,Male,106900.0,755.0,6991.29,,,,,,,,,,,,
12895.0,Brad Barnes,56.0,Female,126234.0,408.0,37582.48,,,,,,,,,,,,
7015.0,Rachel Hart,55.0,Female,74715.0,837.0,38036.69,,,,,,,,,,,,
56777.0,Jesse Gordon,79.0,Female,139906.0,623.0,10148.7,,,,,,,,,,,,
23336.0,Melvin Clark,40.0,Female,85681.0,376.0,33760.69,,,,,,,,,,,,
92313.0,Colin Cortez,75.0,Male,42045.0,580.0,3481.95,,,,,,,,,,,,
87722.0,Kyle Hart,25.0,Male,23229.0,531.0,5883.21,,,,,,,,,,,,
6174.0,Crystal Gonzales,30.0,Female,49343.0,765.0,27901.97,,,,,,,,,,,,
5038.0,Thomas Hawkins,56.0,Female,48868.0,655.0,22168.15,,,,,,,,,,,,
9478.0,Tyler Martin,78.0,Female,25565.0,698.0,9592.82,,,,,,,,,,,,
80389.0,Joseph Cook,59.0,Female,84264.0,817.0,42077.15,,,,,,,,,,,,
86748.0,Carolyn Johns,60.0,Male,80502.0,600.0,36538.86,,,,,,,,,,,,
75567.0,Carlos Ramirez,60.0,Male,145532.0,309.0,6863.14,,,,,,,,,,,,
40785.0,Jeremy Myers,75.0,Female,127039.0,808.0,2793.93,,,,,,,,,,,,
52582.0,Kristen Garcia,77.0,Female,76079.0,328.0,11672.83,,,,,,,,,,,,
49790.0,Steven Baker,80.0,Female,131736.0,434.0,9589.69,,,,,,,,,,,,
15656.0,George French,58.0,Male,38206.0,373.0,5675.29,,,,,,,,,,,,
76890.0,Michael Brown,38.0,Male,53905.0,640.0,8148.29,,,,,,,,,,,,
10818.0,Jesse Campbell,56.0,Female,76854.0,629.0,41379.12,,,,,,,,,,,,
57141.0,Andrew Montoya,34.0,Male,90612.0,716.0,28398.96,,,,,,,,,,,,
59936.0,Molly Beard,80.0,Male,131309.0,675.0,44731.32,,,,,,,,,,,,
89771.0,Sergio Rios,50.0,Female,21434.0,509.0,2922.15,,,,,,,,,,,,
23158.0,Ashley Fisher,50.0,Male,107347.0,381.0,36959.9,,,,,,,,,,,,
90492.0,Bernard Mendoza,43.0,Female,69001.0,489.0,49463.23,,,,,,,,,,,,
38061.0,Kenneth Gibson,57.0,Female,104077.0,546.0,17158.4,,,,,,,,,,,,
77602.0,Julie Powers,77.0,Female,45361.0,821.0,19397.2,,,,,,,,,,,,
35058.0,Mitchell Simpson,80.0,Male,95515.0,604.0,46380.29,,,,,,,,,,,,
91287.0,Anna Medina,79.0,Female,147416.0,752.0,47726.06,,,,,,,,,,,,
48846.0,Kyle Williams,58.0,Female,112495.0,410.0,7833.89,,,,,,,,,,,,
18630.0,Brandy Schneider,52.0,Male,83083.0,484.0,4449.31,,,,,,,,,,,,
91456.0,Heather Ellis,70.0,Female,43283.0,822.0,27643.98,,,,,,,,,,,,
51125.0,Stephen Jones,33.0,Male,53342.0,823.0,34481.22,,,,,,,,,,,,
47405.0,Kurt Smith,19.0,Female,117949.0,708.0,10949.9,,,,,,,,,,,,
30344.0,Sara Andrews,57.0,Female,108806.0,346.0,1255.38,,,,,,,,,,,,
45131.0,Melissa Myers,39.0,Male,115575.0,666.0,7851.8,,,,,,,,,,,,
87463.0,Eddie Baker,33.0,Female,79111.0,477.0,4372.88,,,,,,,,,,,,
13651.0,James Hernandez,20.0,Male,99450.0,504.0,14355.66,,,,,,,,,,,,
80716.0,Jennifer Yoder,50.0,Female,99232.0,561.0,32497.95,,,,,,,,,,,,
99810.0,Juan Campbell,30.0,Male,122874.0,772.0,6567.05,,,,,,,,,,,,
99181.0,Lance Watson,72.0,Female,123883.0,509.0,40404.92,,,,,,,,,,,,
59582.0,Melinda Watson,29.0,Male,32762.0,825.0,40238.31,,,,,,,,,,,,
93178.0,Lisa Walker,62.0,Male,138677.0,772.0,49326.19,,,,,,,,,,,,
8391.0,Heather Dean,62.0,Female,68283.0,423.0,27500.43,,,,,,,,,,,,
77042.0,Ryan Orr,35.0,Female,28750.0,416.0,37105.29,,,,,,,,,,,,
36282.0,John Smith,36.0,Male,41480.0,697.0,41723.65,,,,,,,,,,,,
17781.0,Tara Jackson,64.0,Female,70120.0,405.0,38624.22,,,,,,,,,,,,
67242.0,Jeanne Walker,66.0,Female,125326.0,546.0,30192.85,,,,,,,,,,,,
19837.0,Scott Dean,56.0,Male,127031.0,670.0,47601.72,,,,,,,,,,,,
63721.0,Cesar Hayes,58.0,Female,98493.0,399.0,41559.74,,,,,,,,,,,,
51954.0,Alexander Garrison,70.0,Female,31022.0,351.0,40743.17,,,,,,,,,,,,
62253.0,Kelly Moon,36.0,Female,40799.0,652.0,30786.83,,,,,,,,,,,,
26339.0,Wanda Lopez,58.0,Male,116213.0,776.0,43215.26,,,,,,,,,,,,
1033.0,Louis Harris,34.0,Female,139730.0,521.0,237.81,,,,,,,,,,,,
15386.0,Alexandra Hernandez,33.0,Male,86856.0,751.0,41771.4,,,,,,,,,,,,
36482.0,John May,79.0,Female,68336.0,353.0,20142.38,,,,,,,,,,,,
22923.0,Edward Hanson,64.0,Female,128791.0,793.0,23873.04,,,,,,,,,,,,
62961.0,Tracey Warner,27.0,Female,87821.0,588.0,24444.79,,,,,,,,,,,,
1916.0,Brian Hamilton,49.0,Male,119004.0,333.0,6400.48,,,,,,,,,,,,
35516.0,Danielle Smith,32.0,Male,29188.0,418.0,32312.86,,,,,,,,,,,,
44316.0,Samuel Avila,74.0,Male,23213.0,428.0,41448.12,,,,,,,,,,,,
28292.0,Jennifer Dennis,48.0,Male,21950.0,594.0,45797.76,,,,,,,,,,,,
73909.0,Anita Bright,49.0,Male,25872.0,798.0,3018.1,,,,,,,,,,,,
73933.0,Tina Turner,78.0,Female,58989.0,459.0,30970.82,,,,,,,,,,,,
41696.0,Robert Ferguson,24.0,Male,64094.0,460.0,21892.68,,,,,,,,,,,,
56375.0,Laura Nguyen,50.0,Female,54914.0,329.0,8265.16,,,,,,,,,,,,
26807.0,Craig Quinn,37.0,Male,74829.0,559.0,19825.73,,,,,,,,,,,,
90983.0,Kimberly Miller,61.0,Female,133734.0,493.0,28281.15,,,,,,,,,,,,
90526.0,Ashley Meza,41.0,Male,100664.0,807.0,32708.4,,,,,,,,,,,,
77859.0,Denise Casey,24.0,Male,108517.0,631.0,38062.4,,,,,,,,,,,,
41110.0,Benjamin Martinez,59.0,Female,130767.0,634.0,45462.98,,,,,,,,,,,,
49240.0,Alicia Hooper,76.0,Male,29405.0,807.0,15568.88,,,,,,,,,,,,
14410.0,Scott Wiggins,49.0,Male,57021.0,675.0,12933.89,,,,,,,,,,,,
18619.0,Danielle Bailey,23.0,Female,55295.0,752.0,29688.95,,,,,,,,,,,,
98034.0,Dr. Michael Simmons DDS,29.0,Female,89739.0,830.0,7467.03,,,,,,,,,,,,
19172.0,Ryan Watson,27.0,Female,111387.0,446.0,24532.67,,,,,,,,,,,,
26370.0,Jordan Martinez,61.0,Male,115050.0,846.0,5712.78,,,,,,,,,,,,
45109.0,Donna Sharp,74.0,Male,139067.0,407.0,49449.1,,,,,,,,,,,,
83992.0,Michael Simpson,59.0,Male,93106.0,839.0,24776.08,,,,,,,,,,,,
53957.0,Robert Suarez,50.0,Male,82772.0,686.0,10568.3,,,,,,,,,,,,
96882.0,Claire Estrada,55.0,Female,76783.0,339.0,31469.38,,,,,,,,,,,,
13796.0,Michelle Anderson,49.0,Male,131264.0,603.0,16456.37,,,,,,,,,,,,
12454.0,Brenda Simpson,21.0,Male,63843.0,660.0,45743.43,,,,,,,,,,,,
71212.0,Mark Hall,64.0,Male,59488.0,678.0,40590.42,,,,,,,,,,,,
75833.0,Jason Sweeney,36.0,Female,31951.0,497.0,4191.29,,,,,,,,,,,,
35135.0,Teresa Davis,43.0,Female,24830.0,697.0,40813.99,,,,,,,,,,,,
64537.0,Sandra Shaw,29.0,Female,104294.0,663.0,24120.02,,,,,,,,,,,,
26427.0,Jill Gibson,32.0,Male,34595.0,708.0,39035.32,,,,,,,,,,,,
25052.0,Heather Hudson,35.0,Male,90560.0,560.0,38540.66,,,,,,,,,,,,
43732.0,Lisa Nelson,31.0,Male,106940.0,431.0,45333.21,,,,,,,,,,,,
13350.0,Daniel Smith,44.0,Male,88214.0,796.0,14976.81,,,,,,,,,,,,
52302.0,Kathleen Woods,78.0,Male,51246.0,384.0,17762.87,,,,,,,,,,,,
38789.0,Darrell Flores,51.0,Male,89865.0,652.0,23967.11,,,,,,,,,,,,
49327.0,Daniel Montoya,32.0,Male,70750.0,458.0,34715.08,,,,,,,,,,,,
2349.0,Michelle Stewart,63.0,Female,88359.0,491.0,16495.44,,,,,,,,,,,,
73664.0,Albert Jones,33.0,Female,121493.0,785.0,20113.54,,,,,,,,,,,,
92434.0,George Wood,33.0,Male,122720.0,713.0,43219.62,,,,,,,,,,,,
8526.0,Anthony Ryan,59.0,Male,146497.0,452.0,22405.78,,,,,,,,,,,,
57531.0,Mitchell Gray,33.0,Female,32218.0,456.0,47047.93,,,,,,,,,,,,
60364.0,Matthew Elliott,67.0,Female,80208.0,363.0,11566.15,,,,,,,,,,,,
18172.0,Daniel Blevins,68.0,Female,58790.0,611.0,28046.5,,,,,,,,,,,,
89215.0,Laurie Miranda,53.0,Male,89341.0,679.0,26475.15,,,,,,,,,,,,
32705.0,Manuel Martinez,33.0,Male,79205.0,471.0,39665.26,,,,,,,,,,,,
1577.0,Chelsea Kennedy,54.0,Female,111759.0,424.0,4703.86,,,,,,,,,,,,
75363.0,Michael Parker,18.0,Female,49419.0,748.0,49215.21,,,,,,,,,,,,
4941.0,Mr. David Jackson,36.0,Female,40572.0,489.0,16266.84,,,,,,,,,,,,
23316.0,Randy Perez,22.0,Male,147842.0,667.0,42890.78,,,,,,,,,,,,
83922.0,Jasmin Griffin,69.0,Female,107495.0,704.0,28310.18,,,,,,,,,,,,
48435.0,Pamela Williams,60.0,Female,22128.0,397.0,1690.61,,,,,,,,,,,,
52034.0,Adam Ryan,36.0,Male,23349.0,400.0,22478.46,,,,,,,,,,,,
62180.0,Crystal Leonard,74.0,Male,79831.0,380.0,8115.62,,,,,,,,,,,,
94619.0,Lance Arnold,37.0,Male,91215.0,361.0,47682.64,,,,,,,,,,,,
27443.0,Lori Stevens,42.0,Female,38922.0,379.0,27457.08,,,,,,,,,,,,
