client_id,name,age,gender,income,credit_score,account_balance
86851,Jesse Perez,29,Male,23324,525,30927.95
2296,Jerry Ramsey,65,Male,57272,657,14871.56
79266,Kimberly Campbell,77,Female,96089,840,30415.79
48982,Matthew Owens,75,Male,107292,512,21443.46
8053,Bradley Morales,57,Female,34702,459,47868.94
56125,Tammy Fleming,37,Male,149321,714,12148.89
83807,Jonathan Ferguson,25,Male,120824,552,28272.35
56345,Carlos Alvarez,25,Male,79090,791,4401.16
16746,Adam Barrett,27,Female,89180,327,4848.75
96832,Kathryn Morrison,30,Male,40585,640,9459.67
51910,Michael Gonzalez,52,Female,127748,563,10822.04
71669,Kevin Garcia,24,Female,149192,671,22760.23
77710,Chase Rodriguez MD,43,Female,65457,684,49109.31
46833,George King,24,Female,83578,477,12488.62
76273,Shane Robinson,56,Male,122284,475,10835.66
59487,Alex Zimmerman,43,Female,115584,612,41175.19
8923,Lauren Chandler,79,Female,79647,779,33826.09
68484,Dustin Ray,65,Male,108171,840,42123.62
69941,William Kennedy,31,Female,116200,752,23235.79
91259,Megan Williams,77,Male,69925,666,49706.32
41387,John Curry,29,Female,37820,361,25846.29
69372,Jamie Vasquez,47,Male,102360,343,36910.53
89416,Mark Donovan,47,Male,99958,850,41408.18
9589,Kyle Lopez DDS,36,Female,67718,699,5673.08
5348,Kelly Wilson,51,Female,104154,848,2819.41
73148,Wanda Olson,27,Male,22800,739,2521.68
6959,Mark Middleton,40,Female,21763,443,15559.93
72810,Theresa Martinez,45,Female,98735,619,4904.76
80241,Ryan Gilbert,31,Female,111356,596,21871.48
81439,Michelle Griffin,60,Female,50833,341,15825.9
34677,Sherri Porter,80,Male,100229,601,38843.16
92164,Rebecca Miller,25,Female,26896,374,22676.56
40043,Jennifer Webb,40,Female,146465,456,31826.06
35587,John Rogers,20,Female,43392,425,34155.02
22554,Douglas Lawrence,64,Male,73120,527,13950.42
48354,Bradley Crane,69,Male,62724,406,10204.66
22602,Jimmy Elliott,69,Female,147745,798,24084.17
45157,Sara Guerrero,28,Female,147360,548,32620.12
73144,Jean Rice,80,Female,31949,660,23113.19
64454,Bailey Jackson,37,Male,109897,308,19007.0
9091,Timothy Baker,76,Male,124354,466,12820.74
49737,Misty Fleming,40,Female,58227,510,27311.59
23197,Joseph Mcgee,80,Female,32626,544,4795.03
7704,Laura Page DDS,56,Male,114291,479,36724.52
91674,Vickie Nelson,55,Female,22020,486,37097.87
10357,Gabriela Lester,71,Male,74667,334,6080.52
9002,Carla Taylor,44,Male,66208,669,25521.25
61163,Hunter Lawrence,25,Male,58214,474,28333.81
11897,Russell Stevens,65,Female,28738,435,19892.43
67843,Alejandro Long,24,Male,51926,367,41433.69
49673,Kathy Richardson,68,Male,95427,649,37971.05
22149,Amanda Wilson,35,Male,136754,685,13055.1
74271,Abigail Mercado,32,Female,112341,643,1368.94
34250,Caitlyn Jefferson,66,Male,47838,757,1073.15
97713,Rodney Harper,63,Female,24734,734,17044.0
75063,Connie Murphy,71,Male,118269,697,48849.99
95789,Larry Scott,19,Female,87689,618,20601.5
57846,Erin Schultz,62,Female,37156,624,43802.56
50021,Erin Cohen,52,Male,55439,423,28205.19
25039,Robert Wells,43,Male,89661,816,38196.04
32372,Rodney Cortez MD,79,Female,120335,606,34327.95
55121,Phyllis Wilcox,25,Female,69962,811,5190.96
50133,James Schneider,67,Male,57482,460,5433.32
45388,Kimberly Griffith,67,Male,65677,564,22122.71
55392,Mark Oliver,22,Male,128024,774,26793.9
83282,Erica Day,79,Male,94365,827,36596.52
43363,Christopher Maldonado,23,Female,77512,586,32333.69
88072,Samuel Brooks,29,Male,30225,711,25388.44
36920,Russell Stewart,75,Female,56492,833,48303.61
96959,Taylor Morton,19,Female,49357,838,25995.07
59352,Miss Kelly Hernandez,77,Male,45467,772,34426.86
45970,Jennifer Murphy,40,Female,121286,830,18829.94
50014,Kathy Bradley,63,Male,104018,565,40637.35
29487,Whitney Wilson,25,Male,83814,322,14269.65
23440,Daniel Mendez,30,Female,136816,509,19173.5
51012,Jacob Thomas,39,Male,128129,382,31036.88
89421,Debbie Owens,73,Male,29277,786,37317.16
38018,Andrew Edwards,77,Female,24347,379,15219.92
52122,David Cain,48,Female,116099,435,3392.54
42335,Alexandria Yang,78,Female,104410,340,23098.77
78236,Crystal Logan,79,Male,141639,763,35719.13
26863,Kathryn Rosario,70,Female,70803,406,25881.73
25732,Gary Fuller,55,Female,126261,574,11992.0
60651,Mrs. Anna Evans,37,Female,43648,548,22916.37
46538,Dr. Brandi Baker,52,Male,67607,519,27716.62
96032,Debbie Hamilton,52,Female,87098,314,38335.23
96832,Lisa Anderson,72,Female,42600,697,35294.47
21921,Shawn Simpson,52,Female,86924,688,45579.17
26627,Gary Smith,26,Male,36593,807,9286.68
13095,Nicole Nicholson,20,Male,51013,717,24793.38
75573,Jessica Kim,56,Male,117216,739,10700.93
88725,Carolyn Farley,36,Male,106171,431,6837.72
16056,Brittney Sanchez,35,Male,20044,566,41688.03
62324,Charles Lam,44,Female,95743,451,27404.57
71275,Adam Dixon,28,Female,145508,442,44939.59
38874,Elizabeth Smith,45,Male,111291,504,10479.31
32431,Steven Garza,39,Male,142419,448,42305.76
33185,Bethany Clark,39,Male,139663,658,7558.98
6949,Michelle Lyons,55,Female,140510,483,34755.21
75907,Mrs. Amy Harmon,56,Female,144692,785,6099.42
87487,Jason Wood,70,Male,93213,336,197.94
74414,Abigail Steele,56,Female,38780,584,13720.09
47498,Anthony Black,27,Male,136743,312,27137.45
7901,Keith Chapman,54,Female,86896,485,43532.14
21125,Kimberly Turner,24,Female,78967,582,3313.66
88566,Monica Navarro,32,Male,49534,437,24278.08
81817,Stephen Torres,69,Male,106900,755,6991.29
12895,Brad Barnes,56,Female,126234,408,37582.48
7015,Rachel Hart,55,Female,74715,837,38036.69
56777,Jesse Gordon,79,Female,139906,623,10148.7
23336,Melvin Clark,40,Female,85681,376,33760.69
92313,Colin Cortez,75,Male,42045,580,3481.95
87722,Kyle Hart,25,Male,23229,531,5883.21
6174,Crystal Gonzales,30,Female,49343,765,27901.97
5038,Thomas Hawkins,56,Female,48868,655,22168.15
9478,Tyler Martin,78,Female,25565,698,9592.82
80389,Joseph Cook,59,Female,84264,817,42077.15
86748,Carolyn Johns,60,Male,80502,600,36538.86
75567,Carlos Ramirez,60,Male,145532,309,6863.14
40785,Jeremy Myers,75,Female,127039,808,2793.93
52582,Kristen Garcia,77,Female,76079,328,11672.83
49790,Steven Baker,80,Female,131736,434,9589.69
15656,George French,58,Male,38206,373,5675.29
76890,Michael Brown,38,Male,53905,640,8148.29
10818,Jesse Campbell,56,Female,76854,629,41379.12
57141,Andrew Montoya,34,Male,90612,716,28398.96
59936,Molly Beard,80,Male,131309,675,44731.32
89771,Sergio Rios,50,Female,21434,509,2922.15
23158,Ashley Fisher,50,Male,107347,381,36959.9
90492,Bernard Mendoza,43,Female,69001,489,49463.23
38061,Kenneth Gibson,57,Female,104077,546,17158.4
77602,Julie Powers,77,Female,45361,821,19397.2
35058,Mitchell Simpson,80,Male,95515,604,46380.29
91287,Anna Medina,79,Female,147416,752,47726.06
48846,Kyle Williams,58,Female,112495,410,7833.89
18630,Brandy Schneider,52,Male,83083,484,4449.31
91456,Heather Ellis,70,Female,43283,822,27643.98
51125,Stephen Jones,33,Male,53342,823,34481.22
47405,Kurt Smith,19,Female,117949,708,10949.9
30344,Sara Andrews,57,Female,108806,346,1255.38
45131,Melissa Myers,39,Male,115575,666,7851.8
87463,Eddie Baker,33,Female,79111,477,4372.88
13651,James Hernandez,20,Male,99450,504,14355.66
80716,Jennifer Yoder,50,Female,99232,561,32497.95
99810,Juan Campbell,30,Male,122874,772,6567.05
99181,Lance Watson,72,Female,123883,509,40404.92
59582,Melinda Watson,29,Male,32762,825,40238.31
93178,Lisa Walker,62,Male,138677,772,49326.19
8391,Heather Dean,62,Female,68283,423,27500.43
77042,Ryan Orr,35,Female,28750,416,37105.29
36282,John Smith,36,Male,41480,697,41723.65
17781,Tara Jackson,64,Female,70120,405,38624.22
67242,Jeanne Walker,66,Female,125326,546,30192.85
19837,Scott Dean,56,Male,127031,670,47601.72
63721,Cesar Hayes,58,Female,98493,399,41559.74
51954,Alexander Garrison,70,Female,31022,351,40743.17
62253,Kelly Moon,36,Female,40799,652,30786.83
26339,Wanda Lopez,58,Male,116213,776,43215.26
1033,Louis Harris,34,Female,139730,521,237.81
15386,Alexandra Hernandez,33,Male,86856,751,41771.4
36482,John May,79,Female,68336,353,20142.38
22923,Edward Hanson,64,Female,128791,793,23873.04
62961,Tracey Warner,27,Female,87821,588,24444.79
1916,Brian Hamilton,49,Male,119004,333,6400.48
35516,Danielle Smith,32,Male,29188,418,32312.86
44316,Samuel Avila,74,Male,23213,428,41448.12
28292,Jennifer Dennis,48,Male,21950,594,45797.76
73909,Anita Bright,49,Male,25872,798,3018.1
73933,Tina Turner,78,Female,58989,459,30970.82
41696,Robert Ferguson,24,Male,64094,460,21892.68
56375,Laura Nguyen,50,Female,54914,329,8265.16
26807,Craig Quinn,37,Male,74829,559,19825.73
90983,Kimberly Miller,61,Female,133734,493,28281.15
90526,Ashley Meza,41,Male,100664,807,32708.4
77859,Denise Casey,24,Male,108517,631,38062.4
41110,Benjamin Martinez,59,Female,130767,634,45462.98
49240,Alicia Hooper,76,Male,29405,807,15568.88
14410,Scott Wiggins,49,Male,57021,675,12933.89
18619,Danielle Bailey,23,Female,55295,752,29688.95
98034,Dr. Michael Simmons DDS,29,Female,89739,830,7467.03
19172,Ryan Watson,27,Female,111387,446,24532.67
26370,Jordan Martinez,61,Male,115050,846,5712.78
45109,Donna Sharp,74,Male,139067,407,49449.1
83992,Michael Simpson,59,Male,93106,839,24776.08
53957,Robert Suarez,50,Male,82772,686,10568.3
96882,Claire Estrada,55,Female,76783,339,31469.38
13796,Michelle Anderson,49,Male,131264,603,16456.37
12454,Brenda Simpson,21,Male,63843,660,45743.43
71212,Mark Hall,64,Male,59488,678,40590.42
75833,Jason Sweeney,36,Female,31951,497,4191.29
35135,Teresa Davis,43,Female,24830,697,40813.99
64537,Sandra Shaw,29,Female,104294,663,24120.02
26427,Jill Gibson,32,Male,34595,708,39035.32
25052,Heather Hudson,35,Male,90560,560,38540.66
43732,Lisa Nelson,31,Male,106940,431,45333.21
13350,Daniel Smith,44,Male,88214,796,14976.81
52302,Kathleen Woods,78,Male,51246,384,17762.87
38789,Darrell Flores,51,Male,89865,652,23967.11
49327,Daniel Montoya,32,Male,70750,458,34715.08
2349,Michelle Stewart,63,Female,88359,491,16495.44
73664,Albert Jones,33,Female,121493,785,20113.54
92434,George Wood,33,Male,122720,713,43219.62
8526,Anthony Ryan,59,Male,146497,452,22405.78
57531,Mitchell Gray,33,Female,32218,456,47047.93
60364,Matthew Elliott,67,Female,80208,363,11566.15
18172,Daniel Blevins,68,Female,58790,611,28046.5
89215,Laurie Miranda,53,Male,89341,679,26475.15
32705,Manuel Martinez,33,Male,79205,471,39665.26
1577,Chelsea Kennedy,54,Female,111759,424,4703.86
75363,Michael Parker,18,Female,49419,748,49215.21
4941,Mr. David Jackson,36,Female,40572,489,16266.84
23316,Randy Perez,22,Male,147842,667,42890.78
83922,Jasmin Griffin,69,Female,107495,704,28310.18
48435,Pamela Williams,60,Female,22128,397,1690.61
52034,Adam Ryan,36,Male,23349,400,22478.46
62180,Crystal Leonard,74,Male,79831,380,8115.62
94619,Lance Arnold,37,Male,91215,361,47682.64
27443,Lori Stevens,42,Female,38922,379,27457.08
84951,Tammy Williams,55,Female,146156,686,1969.59
85751,Joel Contreras,41,Male,69193,784,35572.15
29441,Elizabeth Beard,76,Male,56937,838,42590.61
58435,Christina Wright,21,Female,111947,649,11877.29
73647,Sarah Baker,25,Male,93565,541,37940.13
19921,Kevin Fritz,78,Female,125809,577,19273.17
77730,Samantha Baker,54,Female,43123,348,14565.53
84800,Kevin Doyle,26,Female,146110,558,11610.48
75405,Sarah Lopez,42,Female,138848,784,4987.31
23928,Brenda Boone,53,Male,98470,621,23448.48
22653,Heather Baldwin,36,Female,78812,659,8201.77
72112,Nicholas Brown,29,Male,57539,322,13663.62
78117,Angela Zhang,22,Female,38614,792,11661.41
36628,Jenny Moran,23,Female,91549,690,1299.55
79618,Caitlin Frank,44,Male,80347,325,43187.12
32801,David Brown,58,Male,106631,461,9224.79
85137,Jennifer Petersen,21,Female,86408,403,19308.23
30615,Jennifer Montgomery,57,Male,57025,409,9739.89
92946,Christopher Calderon,67,Male,38133,662,18180.67
94480,Samantha Spencer,33,Male,44147,824,21322.75
69924,Gabrielle Wade,20,Female,108433,620,46136.44
3097,Vincent Ryan,33,Male,23312,580,32454.85
86189,Sara Turner,51,Male,137931,672,44046.86
67597,William Lloyd,47,Male,135388,347,25175.98
85228,Pamela Bell,54,Female,93853,644,31727.63
90678,Pamela Williams,52,Male,113558,394,17116.18
12981,Melissa Martin,22,Male,145782,424,32312.31
52320,Jonathan Richardson,68,Male,66739,767,22648.6
41344,Sean Cline,55,Female,140069,573,40824.79
50157,Shelia Garcia,44,Male,68043,718,16400.16
41529,Janet Hill,43,Male,37168,486,8827.58
81716,Cole Clark,32,Female,109525,493,46572.77
76865,Robert Carrillo,62,Male,131226,536,8376.52
86635,April Mcdonald,20,Female,21153,593,49163.04
37716,John Lyons,43,Female,125762,479,15036.97
81517,Sonya Clarke,75,Male,93587,678,31869.39
78903,Jeffrey Smith,55,Female,55157,385,47358.36
55298,Natalie Hudson,25,Female,101674,838,46552.93
87505,Judy Williams,43,Female,132190,679,49397.75
62683,Jason Garcia,64,Male,125355,334,14464.65
89454,Amanda Alvarez,43,Male,137089,839,3758.97
26926,Lisa Frank,60,Male,23463,366,46950.43
24303,Ryan Carter,43,Female,31283,516,776.47
35160,Charles Miller,67,Female,123614,381,10100.01
88301,Jeffrey Oliver,18,Female,91839,708,5939.31
12950,Amanda Wolfe,49,Female,83354,425,39073.08
93591,Sarah Campbell,79,Male,30347,342,19351.99
84136,Kerry Cruz,36,Male,48781,747,34933.32
51384,Madeline Nguyen,64,Male,97637,616,18035.24
14096,Jacob Morgan,67,Female,135622,669,38160.23
13186,Eddie Key,46,Male,74627,449,10327.02
54037,Kevin Perry,47,Male,30441,833,3381.54
36525,Kevin Woodard,32,Male,86229,343,24745.63
45715,Daniel Smith,32,Female,61057,689,46065.99
56943,Amanda Holmes,21,Female,130547,446,39830.96
93053,Jennifer Pitts,33,Female,25260,639,21936.67
89170,Adam Horton,51,Male,121602,428,13634.08
29934,Donald Walters,32,Male,131069,432,20226.91
67498,Claudia Martinez,39,Male,73305,408,22811.61
83233,Victoria Green,30,Female,125016,769,45952.79
9217,Robert Hanson,48,Male,35941,588,25149.4
16902,Alexander Gross,32,Female,97597,810,39991.5
13721,Amanda Mitchell,29,Female,105974,400,23121.99
7568,Valerie Moore,51,Female,81662,505,9620.72
57353,Tyler Miller,24,Female,61627,669,33870.22
39444,Jonathan Gutierrez,78,Female,73857,487,40218.25
58262,Matthew Miller,52,Female,115910,563,22095.27
43472,Elizabeth White DDS,37,Female,98190,348,47162.24
46129,Frank Johnson,45,Male,51712,318,27246.19
24397,Mr. William Liu,74,Female,56564,840,26320.85
18314,Rodney Reynolds,66,Male,58381,358,32683.12
34679,John Rogers,75,Male,93269,768,2131.69
47644,Tim Diaz,36,Female,112191,607,13978.27
96319,Valerie Brown,78,Female,23555,455,19871.76
48773,Katherine Burton,37,Female,25271,638,31398.8
50314,Thomas Reyes,72,Female,140865,815,20331.21
75126,Sarah Cox,62,Female,78118,324,23586.92
4967,Ashley Young,23,Female,21898,444,45858.5
64686,Heather Lowery,44,Female,119452,779,34506.98
98706,Meghan Reyes MD,66,Male,58668,386,12409.06
92805,Robert Taylor,53,Female,36435,377,24584.94
56897,Robert Gonzales,50,Female,67138,455,8929.33
60542,Jordan Serrano,23,Male,95480,390,34887.46
34841,Douglas Holder,65,Male,91826,808,21691.11
95875,Matthew Lewis,33,Female,52786,648,39131.53
34403,John Allen,40,Male,76845,732,24511.79
28832,Lonnie Franklin,37,Female,145814,444,17993.07
22946,Linda Kaufman MD,80,Male,89525,801,49691.65
36031,Jennifer Thompson,68,Female,129013,552,10626.24
14953,Brooke Hanson,78,Male,127710,837,41321.75
67582,Jacqueline Diaz,78,Female,91359,352,8469.81
87541,Joseph Berry,51,Male,70786,324,37246.6
2545,Bridget Lewis,48,Male,28319,570,37916.1
10174,Darlene Mullins,73,Male,40313,457,29528.67
34768,Alyssa Watson,57,Male,117674,766,18358.31
94005,Regina Gregory,78,Male,148042,827,15398.78
14870,Kenneth Thompson,69,Male,38668,673,37204.56
16029,Laura Ward,71,Female,114218,308,41405.31
36054,Cassandra Smith,65,Female,86049,468,34153.61
82392,William Jones,40,Male,61497,366,17464.87
77069,Erica Moreno,25,Female,32194,425,43294.34
70899,Richard Perez,39,Male,80313,704,7199.75
45007,Daniel Bryan,34,Male,33502,532,31130.76
9628,Terri Stevenson,65,Female,101166,315,7019.83
85460,Michelle Johnson,26,Female,132226,742,18204.99
50239,Sarah Ferguson,76,Female,44974,638,12941.12
93198,Donald Chambers,57,Female,29500,728,48603.89
33372,Ashley Smith,67,Male,55346,464,7309.46
95024,Charles Collier,56,Male,21262,328,46832.46
39562,Susan Taylor,52,Male,145598,659,9532.45
52341,Chad Rodriguez,72,Male,53248,768,23146.26
40847,Roy Williams,55,Male,83348,742,7065.65
96118,Nicholas Harvey,72,Female,128866,432,21281.19
25007,Molly James,21,Male,77314,536,1769.8
6027,Cynthia Weber,79,Female,140903,418,15321.98
31848,Angela Moreno DDS,76,Female,96785,820,23009.97
88039,Deborah Davis,60,Male,69370,677,29186.98
49007,Mrs. Virginia Robinson,41,Male,50577,658,19204.82
4286,Daniel Davis,48,Male,147496,493,44110.42
15455,Adrian Ford,39,Female,70026,454,26868.32
46131,Rachel Miller,22,Male,126339,606,32811.97
34558,Barbara Novak,62,Female,127407,843,33466.84
35902,Crystal Holland,71,Male,106654,847,30509.45
39187,Michael Simmons,50,Male,96741,485,4919.89
70078,Aaron Gordon,67,Female,103722,346,6892.27
8305,Aaron Newton,32,Male,127614,626,31084.25
84695,Andrew Mahoney,25,Female,29533,419,25242.76
11527,Haley Clark,51,Female,141291,523,39177.77
50513,Mr. James Martinez DVM,36,Female,51692,566,44346.44
91361,Michael Ho,67,Female,45389,529,27181.26
47122,Steven Avila,60,Female,68372,604,16101.91
42019,Shaun Steele,65,Male,20327,370,22659.58
96417,Gregg Kelly,57,Female,124751,540,47968.13
42908,Nicole Rodriguez,75,Female,145366,774,19097.18
44638,Justin Calderon,41,Female,38790,512,8730.59
55993,Brittany Smith,47,Male,76349,831,48190.64
72083,Larry Long,47,Female,70708,581,31764.08
59283,Sabrina Johnson,40,Male,45689,492,2145.55
13168,Dana Shah,74,Female,111523,632,24641.83
58309,Brandon Williams,60,Male,27304,617,6280.34
45902,Steven Pope,77,Female,20519,576,44014.93
43958,Preston Davila,19,Male,116852,489,25727.45
7408,Jennifer Benton,30,Male,74927,425,26579.82
43114,Eugene Wagner,38,Female,119450,755,41627.15
15063,David Dixon,42,Male,54790,485,48425.07
57084,Jennifer Galvan,20,Male,58098,610,3487.07
90198,Jacqueline Young,68,Male,35757,533,29040.32
73420,David Torres,36,Female,60907,448,30694.24
93818,Crystal Russell,73,Female,123033,759,19347.66
54219,Deborah Morris,72,Female,30969,532,21875.12
52935,Robert Perkins,77,Male,97956,566,16791.09
43629,Heather Miller,66,Female,57253,402,20911.41
36550,David Mejia,72,Female,22902,499,46182.38
9055,James Leonard,59,Female,126397,444,13364.17
76762,Joanna Lynch,29,Female,69017,799,26153.12
68229,Julie Elliott,62,Male,129366,387,17798.17
1951,Colin Cunningham,36,Male,42188,796,45409.81
83097,Julie Hughes,71,Female,128083,643,37107.28
52561,Michael Barr,35,Female,32028,489,10410.74
75213,Stacey Day,18,Male,31865,440,13312.9
42738,Nicholas Brown Jr.,23,Female,78936,521,40529.32
66335,Jennifer Walker,69,Male,98706,638,25351.52
13615,Mr. Nathan Jimenez,21,Male,63862,511,24165.82
33549,Kelsey Robinson,44,Female,22433,492,3423.37
69602,Douglas Hines,20,Female,110839,676,9372.4
32576,Eric Lucas,38,Female,73304,708,45159.81
50857,Daniel Warren,55,Male,117660,533,45579.29
53683,Katie Davis,35,Female,135891,484,4690.41
55774,Nicholas Wilkins,27,Female,96134,539,42348.9
91736,Rachel Bailey,40,Male,23279,490,38524.6
60448,Aaron Perkins,76,Male,28172,767,47760.47
14927,Colton Blair,41,Male,54568,463,3466.63
77863,Steven Davenport,34,Male,78713,545,6945.56
3610,Robert Underwood,24,Female,142929,573,45894.16
41472,David Wilson,53,Female,148232,655,7402.81
33546,Cindy Hughes,70,Female,36293,786,21082.96
89975,Amy Wallace,80,Female,147062,347,24520.92
86200,Amy Greene,76,Female,140337,654,31753.79
2875,Jesse Holmes,27,Male,84425,783,27184.29
62611,Jennifer Martin,18,Female,134700,496,25489.9
76406,Alexandria Andrade,61,Male,91736,655,11097.06
5964,Jennifer Mckee,47,Female,53279,428,22354.51
22451,Robert Diaz,42,Female,105084,563,13369.71
46097,Gregory Smith IV,75,Female,29671,527,15673.15
14801,Michael Arellano,76,Female,111653,665,11137.01
62757,Benjamin Webb,46,Female,92979,774,25417.89
20515,Sharon Mccoy,26,Female,147115,741,20041.2
31222,Ronald Rivera,58,Female,72734,416,14536.84
41186,Daniel Randolph,75,Male,84808,776,9204.99
35844,Carl Reid,77,Female,71947,323,11662.83
80959,Robin Sherman,34,Male,128803,536,40529.57
68488,Theodore Carter,43,Female,71364,577,45420.25
57909,Ms. Ashley Washington,19,Female,21089,385,41230.29
17899,David Odom,22,Male,26743,585,31247.2
31905,Valerie Carter,21,Male,99075,713,20268.67
90666,Ricky Evans,58,Male,141131,452,34878.26
30841,Adriana Barnett,27,Male,125541,507,25445.9
35292,Lindsay Pierce,74,Male,64567,301,41866.67
89399,Pamela Cooke DVM,55,Female,86037,571,47361.25
80977,Jodi Johnson,21,Female,24559,592,20539.8
53518,Karen Burton,65,Female,126356,514,15266.49
95211,Eric Long,43,Male,135614,554,7333.04
65563,Stephanie Dennis,50,Female,136822,844,32067.61
85553,Dr. Maria Hernandez MD,63,Female,120790,422,12621.62
82564,Gloria Rios,43,Female,89912,727,11372.23
38553,Michael Walters,55,Female,53581,376,11270.07
94177,Daniel Gonzalez,38,Female,80664,565,41722.08
97683,Brittney Brown,28,Male,128586,607,3844.78
99468,Wesley Cox,43,Female,98477,310,6629.82
78633,Chase Johnson,36,Male,82295,736,2859.37
92996,Jennifer Hayes,70,Male,90916,589,36189.32
36062,Brian Kelly,66,Male,36519,373,1924.93
55537,Mr. Brandon Woods,62,Male,112497,800,39187.32
34050,Zachary Lee,62,Female,36129,678,31151.5
25475,Jacqueline Kelley,20,Male,54784,345,29009.41
57910,Michael Rivera,25,Male,122882,625,14233.21
44210,Miss Kimberly Nash,50,Male,94673,665,32926.66
79085,Joseph Rice,44,Male,76085,381,40234.98
12115,Caleb Vaughan,70,Male,124666,301,2486.63
19493,Ashley Rodriguez,41,Male,37433,663,39311.95
75599,Gregg Barnes,37,Female,92441,309,32654.44
54956,Brittany Robles,19,Female,134805,502,48720.61
26105,Jonathan Riley,49,Male,89315,657,22353.35
23563,Mrs. Jennifer Baker,52,Male,90431,552,5945.23
10219,Daniel Harrington,56,Female,85791,718,34697.55
67299,Matthew Vincent,25,Female,85410,437,11054.87
37922,Sarah Mitchell,71,Male,145085,631,1451.24
92372,Alexis Miller,20,Male,96470,700,47296.3
